Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
121,145,8.425,101,410,Valid
121,729,8.308,104,401,Valid
122,297,8.285,104,414,Valid
122,881,8.481,102,427,Valid
123,458,8.339,107,359,Valid
124,26,8.552,102,444,Valid
124,626,8.41,101,391,Valid
125,202,8.204,104,395,Valid
125,762,8.115,107,398,Valid
126,330,7.983,104,384,Valid
126,906,7.844,105,369,Valid
127,474,7.92,104,400,Valid
128,50,7.879,105,363,Valid
128,618,7.811,105,371,Valid
129,194,7.877,102,391,Valid
129,786,7.706,101,374,Valid
130,370,7.719,105,347,Valid
130,962,7.856,100,381,Valid
131,562,7.851,98,395,Valid
132,147,7.838,105,361,Valid
132,723,7.783,101,381,Valid
133,315,8.044,101,417,Valid
133,915,7.864,101,380,Valid
134,499,7.696,101,379,Valid
135,91,7.757,101,385,Valid
135,683,7.864,102,399,Valid
136,283,7.562,98,358,Valid
136,883,7.531,100,375,Valid
137,475,7.386,102,352,Valid
138,67,7.351,101,350,Valid
138,659,7.376,100,367,Valid
139,243,7.46,102,395,Valid
139,835,7.45,101,373,Valid
140,427,7.346,101,356,Valid
141,19,7.305,102,342,Valid
141,612,7.338,101,359,Valid
142,212,7.346,98,375,Valid
142,828,7.45,98,370,Valid
143,412,7.29,102,348,Valid
143,988,7.32,104,343,Valid
144,564,7.432,102,377,Valid
145,164,7.259,101,338,Valid
145,756,7.191,100,336,Valid
146,348,7.264,101,368,Valid
146,940,7.325,102,341,Valid
147,548,7.427,97,379,Valid
148,148,7.734,100,406,Valid
148,740,7.592,102,359,Valid
149,332,7.452,100,352,Valid
149,916,7.158,104,329,Valid
150,501,6.896,102,310,Valid
151,77,6.899,102,356,Valid
151,669,7.137,102,364,Valid
152,261,7.287,100,363,Valid
152,853,7.3,101,362,Valid
153,445,7.15,101,350,Valid
154,37,7.026,101,338,Valid
154,645,7.112,98,364,Valid
155,229,7.249,102,361,Valid
155,829,7.104,98,374,Valid
156,461,6.957,97,331,Valid
157,69,7.026,98,346,Valid
157,669,7.061,98,339,Valid
158,269,6.728,100,313,Valid
158,861,6.673,102,321,Valid
159,453,6.698,100,334,Valid
160,53,6.932,101,357,Valid
160,678,7.226,97,377,Valid
161,270,7.183,100,337,Valid
161,886,7.066,97,324,Valid
162,502,6.927,97,329,Valid
163,134,7.302,96,361,Valid
163,758,7.15,97,317,Valid
164,406,7.216,92,323,Valid
165,38,7.076,92,332,Valid
165,614,7.201,104,311,Valid
166,230,7.226,97,349,Valid
166,822,7.269,101,344,Valid
167,406,7.066,102,322,Valid
168,6,7.028,100,330,Valid
168,598,6.863,101,319,Valid
169,223,7.115,96,362,Valid
169,847,7.419,96,390,Valid
170,479,7.47,96,355,Valid
171,87,7.242,97,314,Valid
171,711,7.209,94,383,Valid
172,319,7.13,98,361,Valid
172,919,7.064,100,337,Valid
173,543,7.181,98,343,Valid
174,151,7.115,97,335,Valid
174,791,7.046,93,355,Valid
175,423,7.005,94,326,Valid
176,39,7.038,97,331,Valid
176,655,6.962,97,334,Valid
177,263,6.632,100,286,Valid
177,863,6.822,97,355,Valid
178,472,6.878,100,323,Valid
179,64,6.97,100,358,Valid
179,672,7.097,100,345,Valid
180,264,7.102,101,338,Valid
180,864,7.209,100,366,Valid
181,448,7.196,102,337,Valid
182,64,7.242,97,339,Valid
182,680,7.239,98,351,Valid
183,272,7.137,100,342,Valid
183,880,7.28,100,345,Valid
184,488,7.231,97,342,Valid
185,72,7.211,101,346,Valid
185,672,7.201,101,316,Valid
186,280,7.173,98,337,Valid
186,872,7.201,100,362,Valid
187,489,7.221,98,329,Valid
188,81,7.211,102,328,Valid
188,673,7.219,100,321,Valid
189,281,7.468,98,386,Valid
189,897,7.534,96,380,Valid
190,505,7.305,100,330,Valid
191,97,7.186,101,320,Valid
191,713,7.402,97,366,Valid
192,321,7.424,98,351,Valid
192,921,7.236,100,320,Valid
193,529,7.277,100,327,Valid
194,161,7.554,94,375,Valid
194,777,7.272,96,320,Valid
195,401,7.264,96,344,Valid
196,17,7.196,97,340,Valid
196,657,7.275,94,347,Valid
197,266,7.102,97,313,Valid
197,874,6.993,98,324,Valid
198,490,6.998,97,331,Valid
199,114,7.102,96,355,Valid
199,722,6.985,98,325,Valid
200,338,6.947,97,331,Valid
200,954,7.008,97,359,Valid
201,570,7.043,97,334,Valid
202,170,7.005,98,351,Valid
202,802,7.142,97,343,Valid
203,402,7.033,98,336,Valid
204,18,7.015,97,342,Valid
204,642,6.899,96,331,Valid
205,282,6.891,94,324,Valid
205,890,6.924,97,362,Valid
206,515,7.003,96,339,Valid
213,227,6.741,,421,Valid
213,803,6.916,102,321,Valid
214,387,7,102,329,Valid
214,971,7.145,102,363,Valid
215,596,7.153,96,344,Valid
216,204,7.008,97,346,Valid
216,828,7.107,96,360,Valid
217,460,7.297,93,394,Valid
218,92,7.173,96,357,Valid
218,708,7.259,97,359,Valid
219,332,7.191,96,365,Valid
219,956,7.308,96,373,Valid
220,588,7.567,94,380,Valid
221,212,7.432,97,348,Valid
221,836,7.399,96,344,Valid
222,460,7.259,96,332,Valid
223,76,7.247,97,344,Valid
223,709,7.445,94,375,Valid
224,341,7.518,96,364,Valid
224,957,7.386,97,340,Valid
225,597,7.417,93,351,Valid
226,229,7.341,94,360,Valid
226,949,7.308,82,413,Valid
227,653,7.468,88,371,Valid
